sync_date,user_id,session_id,origin,path
2020-01-01T03:25:59.906Z,vis-2XOZ,vis-2XOZ_2,https://cxclip.karte.io,/tag/industry/media/
2020-01-01T03:26:30.494Z,vis-2XOZ,vis-2XOZ_2,https://cxclip.karte.io,/practice/cam-case01/
2020-01-01T03:27:28.143Z,vis-2XOZ,vis-2XOZ_2,https://cxclip.karte.io,/tag/industry/media/
2020-01-01T03:27:37.060Z,vis-2XOZ,vis-2XOZ_2,https://cxclip.karte.io,/tag/industry/media/
2020-01-01T03:27:44.024Z,vis-2XOZ,vis-2XOZ_2,https://cxclip.karte.io,/tag/industry/media/
2020-01-01T03:27:45.630Z,vis-2XOZ,vis-2XOZ_2,https://cxclip.karte.io,/interview/
2020-01-01T03:27:47.693Z,vis-2XOZ,vis-2XOZ_2,https://cxclip.karte.io,/tag/industry/media/
2020-01-01T03:27:52.435Z,vis-2XOZ,vis-2XOZ_2,https://cxclip.karte.io,/interview/
2020-01-01T03:28:08.029Z,vis-2XOZ,vis-2XOZ_2,https://cxclip.karte.io,/tag/industry/human-resources/
2020-01-01T03:28:14.859Z,vis-2XOZ,vis-2XOZ_2,https://cxclip.karte.io,/interview/bizreach/
2020-01-01T03:28:31.100Z,vis-4VR8,vis-4VR8_1,https://cxclip.karte.io,/practice/2049/
2020-01-01T03:42:48.531Z,vis-1LOH,vis-1LOH_3,https://cxclip.karte.io,/
2020-01-01T03:42:53.993Z,vis-4O56,vis-4O56_1,https://cxclip.karte.io,/topic/customer-experience/
2020-01-01T03:47:41.574Z,vis-1LOH,vis-1LOH_3,https://cxclip.karte.io,/tag/popular-word/case-study/
2020-01-01T03:49:22.024Z,vis-1LOH,vis-1LOH_3,https://cxclip.karte.io,/tag/popular-word/case-study/
2020-01-01T03:49:34.268Z,vis-1LOH,vis-1LOH_3,https://cxclip.karte.io,/tag/popular-word/case-study/
2020-01-01T04:04:26.165Z,vis-O8MW,vis-O8MW_1,https://cxclip.karte.io,/topic/customer-satisfaction/
2020-01-01T04:14:47.388Z,vis-S4OV,vis-S4OV_1,https://cxclip.karte.io,/practice/karte-for-line/
2020-01-01T04:15:09.356Z,vis-1V2I,vis-1V2I_1,https://cxclip.karte.io,/topic/customer-experience/
2020-01-01T04:15:14.455Z,vis-1V2I,vis-1V2I_1,https://cxclip.karte.io,/topic/customer-experience/
2020-01-01T04:15:15.929Z,vis-1V2I,vis-1V2I_1,https://cxclip.karte.io,/topic/customer-experience/
2020-01-01T04:15:19.912Z,vis-1V2I,vis-1V2I_1,https://cxclip.karte.io,/topic/customer-experience/
2020-01-01T04:28:45.293Z,vis-006H,vis-006H_1,https://cxclip.karte.io,/topic/customer-experience/
2020-01-01T04:47:25.183Z,vis-3XQS,vis-3XQS_1,https://cxclip.karte.io,/topic/customer-experience/
2020-01-01T05:27:08.045Z,vis-SF08,vis-SF08_2,https://cxclip.karte.io,/
2020-01-01T05:33:12.096Z,vis-67D1,vis-67D1_6,https://cxclip.karte.io,/topic/cxm/
2020-01-01T05:42:40.100Z,vis-5F11,vis-5F11_1,https://cxclip.karte.io,/topic/recommendation/
2020-01-01T05:48:33.435Z,vis-1X51,vis-1X51_1,https://cxclip.karte.io,/topic/customer-experience/
2020-01-01T05:50:19.899Z,vis-L0OU,vis-L0OU_1,https://cxclip.karte.io,/topic/customer-experience/
2020-01-01T05:57:07.008Z,vis-MZPE,vis-MZPE_1,https://cxclip.karte.io,/
2020-01-01T05:57:07.752Z,vis-MZPE,vis-MZPE_1,https://cxclip.karte.io,/
2020-01-01T05:59:17.813Z,vis-3A6Z,vis-3A6Z_1,https://cxclip.karte.io,/
2020-01-01T05:59:45.227Z,vis-IIE2,vis-IIE2_1,https://cxclip.karte.io,/topic/customer-satisfaction/
2020-01-01T06:02:27.758Z,vis-67D1,vis-67D1_6,https://cxclip.karte.io,/topic/crm/
2020-01-01T06:12:48.753Z,vis-3E24,vis-3E24_1,https://cxclip.karte.io,/topic/customer-satisfaction/
2020-01-01T06:16:12.038Z,vis-NEMT,vis-NEMT_1,https://cxclip.karte.io,/topic/mau/
2020-01-01T06:17:33.312Z,vis-1J6P,vis-1J6P_1,https://cxclip.karte.io,/
2020-01-01T06:34:03.150Z,vis-5RQ3,vis-5RQ3_1,https://cxclip.karte.io,/product/2099/
2020-01-01T06:34:15.014Z,vis-OU3Q,vis-OU3Q_1,https://cxclip.karte.io,/topic/customer-experience/
2020-01-01T06:37:41.407Z,vis-576F,vis-576F_1,https://cxclip.karte.io,/interview/1169/
2020-01-01T06:53:13.197Z,vis-1VNV,vis-1VNV_1,https://cxclip.karte.io,/
2020-01-01T07:00:01.966Z,vis-PIPH,vis-PIPH_1,https://cxclip.karte.io,/topic/customer-satisfaction/
2020-01-01T07:03:30.977Z,vis-PJ6O,vis-PJ6O_1,https://cxclip.karte.io,/topic/customer-experience/
2020-01-01T07:42:26.411Z,vis-ALS8,vis-ALS8_1,https://cxclip.karte.io,/topic/ltv/
2020-01-01T08:00:51.605Z,vis-M89B,vis-M89B_2,https://cxclip.karte.io,/
2020-01-01T08:17:29.551Z,vis-PQLI,vis-PQLI_1,https://cxclip.karte.io,/interview/2290/
2020-01-01T08:57:24.853Z,vis-5PQO,vis-5PQO_3,https://cxclip.karte.io,/interview/coconala/
2020-01-01T08:58:31.642Z,vis-5PQO,vis-5PQO_3,https://cxclip.karte.io,/interview/
2020-01-01T08:58:54.041Z,vis-5PQO,vis-5PQO_3,https://cxclip.karte.io,/interview/
2020-01-01T08:59:11.963Z,vis-5PQO,vis-5PQO_3,https://cxclip.karte.io,/interview/
2020-01-01T08:59:28.976Z,vis-5PQO,vis-5PQO_3,https://cxclip.karte.io,/interview/
2020-01-01T08:59:39.109Z,vis-NR3Q,vis-NR3Q_1,https://cxclip.karte.io,/tag/industry/apparel/
2020-01-01T08:59:46.799Z,vis-5PQO,vis-5PQO_3,https://cxclip.karte.io,/
2020-01-01T09:00:12.759Z,vis-NR3Q,vis-NR3Q_1,https://cxclip.karte.io,/interview/stripe-club/
2020-01-01T09:02:16.256Z,vis-NR3Q,vis-NR3Q_1,https://cxclip.karte.io,/
2020-01-01T09:03:56.753Z,vis-NR3Q,vis-NR3Q_1,https://cxclip.karte.io,/interview/stripe-club/
2020-01-01T09:04:13.011Z,vis-NR3Q,vis-NR3Q_1,https://cxclip.karte.io,/
2020-01-01T09:18:51.908Z,vis-0PNZ,vis-0PNZ_1,https://cxclip.karte.io,/topic/personalize/
2020-01-01T10:04:22.873Z,vis-5DCE,vis-5DCE_1,https://cxclip.karte.io,/practice/2049/
2020-01-01T10:24:10.190Z,vis-0X63,vis-0X63_1,https://cxclip.karte.io,/topic/customer-experience/
2020-01-01T10:24:33.785Z,vis-6W43,vis-6W43_1,https://cxclip.karte.io,/interview/japantaxi/
2020-01-01T10:52:58.592Z,vis-QH2A,vis-QH2A_1,https://cxclip.karte.io,/topic/customer-experience/
2020-01-01T11:01:43.630Z,vis-7QQY,vis-7QQY_38,https://cxclip.karte.io,/
2020-01-01T11:28:55.831Z,vis-RH30,vis-RH30_1,https://cxclip.karte.io,/topic/push-notification/
2020-01-01T11:36:44.313Z,vis-R220,vis-R220_12,https://cxclip.karte.io,/topic/customer-experience/
2020-01-01T11:47:13.519Z,vis-5F11,vis-5F11_2,https://cxclip.karte.io,/topic/recommendation/
2020-01-01T11:49:59.719Z,vis-G6N3,vis-G6N3_1,https://cxclip.karte.io,/
2020-01-01T11:56:45.932Z,vis-O6OP,vis-O6OP_1,https://cxclip.karte.io,/practice/karte-for-line/
2020-01-01T12:27:27.585Z,vis-7QQY,vis-7QQY_39,https://cxclip.karte.io,/
2020-01-01T12:32:24.139Z,vis-OM71,vis-OM71_6,https://cxclip.karte.io,/interview/japantaxi/
2020-01-01T12:32:48.432Z,vis-RX1S,vis-RX1S_1,https://cxclip.karte.io,/topic/data-driven/
2020-01-01T12:35:12.208Z,vis-138K,vis-138K_1,https://cxclip.karte.io,/topic/d2c/
2020-01-01T12:35:43.084Z,vis-6650,vis-6650_1,https://cxclip.karte.io,/
2020-01-01T12:36:04.534Z,vis-60M4,vis-60M4_1,https://cxclip.karte.io,/practice/genelife-case01/
2020-01-01T12:58:39.438Z,vis-7T4M,vis-7T4M_1,https://cxclip.karte.io,/interview/4796/
2020-01-01T13:05:18.032Z,vis-69Q6,vis-69Q6_6,https://cxclip.karte.io,/interview/coconala/
2020-01-01T13:21:50.878Z,vis-OW7G,vis-OW7G_1,https://cxclip.karte.io,/topic/dx/
2020-01-01T13:32:31.898Z,vis-3Q0O,vis-3Q0O_30,https://cxclip.karte.io,/practice/datahub_night_01_2/
2020-01-01T13:39:43.805Z,vis-O2MQ,vis-O2MQ_1,https://cxclip.karte.io,/topic/recommendation/
2020-01-01T13:59:03.923Z,vis-O2MQ,vis-O2MQ_1,https://cxclip.karte.io,/topic/recommendation/
2020-01-01T13:59:05.665Z,vis-O2MQ,vis-O2MQ_1,https://cxclip.karte.io,/topic/recommendation/
2020-01-01T14:01:53.197Z,vis-O2MQ,vis-O2MQ_1,https://cxclip.karte.io,/topic/recommendation/
2020-01-01T14:13:41.795Z,vis-1CS6,vis-1CS6_37,https://cxclip.karte.io,/product/karte_academy/
2020-01-01T14:15:28.501Z,vis-MQMU,vis-MQMU_1,https://cxclip.karte.io,/topic/d2c/
2020-01-01T14:18:09.435Z,vis-9050,vis-9050_1,https://cxclip.karte.io,/topic/personalize/
2020-01-01T14:21:48.099Z,vis-HG0O,vis-HG0O_1,https://cxclip.karte.io,/topic/contents-marketing/
2020-01-01T14:51:02.175Z,vis-O2MQ,vis-O2MQ_1,https://cxclip.karte.io,/topic/recommendation/
2020-01-01T15:00:12.646Z,vis-M001,vis-M001_1,https://cxclip.karte.io,/topic/crm/
2020-01-01T15:03:45.269Z,vis-O78B,vis-O78B_2,https://cxclip.karte.io,/topic/mau/
2020-01-01T15:31:19.134Z,vis-5J2D,vis-5J2D_1,https://cxclip.karte.io,/interview/volvo/
2020-01-01T15:46:27.155Z,vis-1M0F,vis-1M0F_7,https://cxclip.karte.io,/topic/customer-experience/
2020-01-01T15:59:10.203Z,vis-OO2K,vis-OO2K_2,https://cxclip.karte.io,/
2020-01-01T16:08:50.321Z,vis-73PM,vis-73PM_1,https://cxclip.karte.io,/topic/customer-satisfaction/
2020-01-01T16:42:39.228Z,vis-3P02,vis-3P02_1,https://cxclip.karte.io,/product/manage-contents-using-actiontable/
2020-01-01T17:08:44.030Z,vis-6CLU,vis-6CLU_1,https://cxclip.karte.io,/topic/customer-experience/
2020-01-01T17:27:39.589Z,vis-6YPM,vis-6YPM_1,https://cxclip.karte.io,/topic/customer-journey/
2020-01-01T18:22:05.666Z,vis-1CS6,vis-1CS6_38,https://cxclip.karte.io,/product/karte_academy/
2020-01-01T18:34:21.009Z,vis-5KPB,vis-5KPB_1,https://cxclip.karte.io,/topic/customer-journey/
2020-01-01T18:39:50.471Z,vis-3S4J,vis-3S4J_1,https://cxclip.karte.io,/topic/data-driven/
2020-01-01T18:40:02.778Z,vis-3S4J,vis-3S4J_1,https://cxclip.karte.io,/topic/data-driven/
2020-01-01T18:41:12.537Z,vis-3S4J,vis-3S4J_1,https://cxclip.karte.io,/topic/data-driven/
2020-01-01T19:25:02.441Z,vis-RX1S,vis-RX1S_2,https://cxclip.karte.io,/topic/data-driven/
2020-01-01T21:25:42.605Z,vis-R220,vis-R220_13,https://cxclip.karte.io,/topic/customer-experience/
2020-01-01T21:44:35.738Z,vis-OJ1P,vis-OJ1P_1,https://cxclip.karte.io,/topic/customer-experience/
2020-01-01T22:04:54.677Z,vis-OORR,vis-OORR_1,https://cxclip.karte.io,/interview/2290/
2020-01-01T22:07:14.404Z,vis-OORR,vis-OORR_1,https://cxclip.karte.io,/interview/2353/
2020-01-01T22:08:44.597Z,vis-OORR,vis-OORR_1,https://cxclip.karte.io,/interview/2290/
2020-01-01T22:24:33.449Z,vis-OBQY,vis-OBQY_1,https://cxclip.karte.io,/interview/4177/
2020-01-01T22:48:30.134Z,vis-LI5V,vis-LI5V_1,https://cxclip.karte.io,/topic/dmp/
2020-01-01T23:46:18.788Z,vis-8U0H,vis-8U0H_3,https://cxclip.karte.io,/interview/idom/
2020-01-01T23:47:09.872Z,vis-1DN7,vis-1DN7_1,https://cxclip.karte.io,/topic/crm/
2020-01-01T23:47:10.256Z,vis-1DN7,vis-1DN7_1,https://cxclip.karte.io,/topic/crm/
2020-01-01T23:47:19.202Z,vis-1DN7,vis-1DN7_1,https://cxclip.karte.io,/topic/crm/
2020-01-02T00:21:05.446Z,vis-SF08,vis-SF08_3,https://cxclip.karte.io,/
2020-01-02T00:23:36.689Z,vis-0RS5,vis-0RS5_110,https://cxclip.karte.io,/product/datahub-connect-google-dataportal/
2020-01-02T00:24:05.117Z,vis-0RS5,vis-0RS5_110,https://cxclip.karte.io,/product/datahub-display-page-user-count/
2020-01-02T00:51:13.563Z,vis-5ZLV,vis-5ZLV_1,https://cxclip.karte.io,/topic/crm/
2020-01-02T01:15:49.974Z,vis-65BH,vis-65BH_1,https://cxclip.karte.io,/practice/kirin-case01/
2020-01-02T02:07:17.403Z,vis-1T48,vis-1T48_1,https://cxclip.karte.io,/topic/dmp/
2020-01-02T02:35:56.421Z,vis-RU2X,vis-RU2X_1,https://cxclip.karte.io,/topic/customer-experience/
2020-01-02T02:40:25.189Z,vis-RU2X,vis-RU2X_1,https://cxclip.karte.io,/interview/4599/
2020-01-02T02:50:33.370Z,vis-OW6T,vis-OW6T_1,https://cxclip.karte.io,/practice/mixtokyo-case01/
2020-01-02T03:01:39.782Z,vis-NAJF,vis-NAJF_1,https://cxclip.karte.io,/topic/customer-experience/
2020-01-02T03:04:16.387Z,vis-QJRC,vis-QJRC_1,https://cxclip.karte.io,/topic/customer-experience/
2020-01-02T03:10:38.242Z,vis-50QS,vis-50QS_1,https://cxclip.karte.io,/practice/meetup-osaka01/
2020-01-02T03:14:39.055Z,vis-IRI1,vis-IRI1_1,https://cxclip.karte.io,/topic/cvr/
2020-01-02T03:32:34.555Z,vis-6W4U,vis-6W4U_1,https://cxclip.karte.io,/topic/lead-nurturing/
2020-01-02T04:17:32.351Z,vis-OX07,vis-OX07_1,https://cxclip.karte.io,/topic/customer-satisfaction/
2020-01-02T04:26:04.733Z,vis-RPHJ,vis-RPHJ_1,https://cxclip.karte.io,/topic/customer-satisfaction/
2020-01-02T04:29:11.237Z,vis-6835,vis-6835_1,https://cxclip.karte.io,/interview/mitsui-shopping-park/
2020-01-02T04:35:31.923Z,vis-6CM4,vis-6CM4_1,https://cxclip.karte.io,/topic/customer-satisfaction/
2020-01-02T04:43:34.107Z,vis-RXPT,vis-RXPT_5,https://cxclip.karte.io,/
2020-01-02T04:54:02.506Z,vis-810E,vis-810E_1,https://cxclip.karte.io,/topic/cxm/
2020-01-02T05:05:16.044Z,vis-PE2J,vis-PE2J_1,https://cxclip.karte.io,/topic/customer-satisfaction/
2020-01-02T05:11:05.773Z,vis-50QS,vis-50QS_2,https://cxclip.karte.io,/practice/meetup-osaka01/
2020-01-02T05:21:07.241Z,vis-5443,vis-5443_1,https://cxclip.karte.io,/topic/data-driven/
2020-01-02T05:28:41.361Z,vis-MTFY,vis-MTFY_1,https://cxclip.karte.io,/
2020-01-02T05:43:36.598Z,vis-QLK9,vis-QLK9_1,https://cxclip.karte.io,/topic/customer-experience/
2020-01-02T05:45:14.031Z,vis-3X6P,vis-3X6P_1,https://cxclip.karte.io,/topic/funnel/
2020-01-02T05:48:55.167Z,vis-OH5Z,vis-OH5Z_1,https://cxclip.karte.io,/product/manage-contents-using-actiontable/
2020-01-02T05:56:50.224Z,vis-NDE9,vis-NDE9_2,https://cxclip.karte.io,/practice/2049/
2020-01-02T05:57:13.052Z,vis-73R9,vis-73R9_19,https://cxclip.karte.io,/topic/cxconf2019-idom/
2020-01-02T06:00:06.546Z,vis-QLK9,vis-QLK9_1,https://cxclip.karte.io,/topic/customer-experience/
2020-01-02T06:02:48.994Z,vis-QLHV,vis-QLHV_1,https://cxclip.karte.io,/practice/2217/
2020-01-02T06:04:19.820Z,vis-SF08,vis-SF08_4,https://cxclip.karte.io,/
2020-01-02T06:27:56.891Z,vis-5BKS,vis-5BKS_1,https://cxclip.karte.io,/topic/customer-experience/
2020-01-02T07:05:22.820Z,vis-5KS1,vis-5KS1_2,https://cxclip.karte.io,/practice/2049/
2020-01-02T07:15:33.275Z,vis-6TGK,vis-6TGK_6,https://cxclip.karte.io,/
2020-01-02T07:15:53.633Z,vis-6TGK,vis-6TGK_6,https://cxclip.karte.io,/about/
2020-01-02T07:18:01.705Z,vis-P71S,vis-P71S_6,https://cxclip.karte.io,/interview/idom/
2020-01-02T07:20:32.384Z,vis-6TGK,vis-6TGK_6,https://cxclip.karte.io,/topic/
2020-01-02T07:20:45.808Z,vis-6TGK,vis-6TGK_6,https://cxclip.karte.io,/topic/cxconf2019-moneyforward/
2020-01-02T07:23:32.024Z,vis-4UMY,vis-4UMY_1,https://cxclip.karte.io,/topic/customer-experience/
2020-01-02T07:28:30.384Z,vis-6TGK,vis-6TGK_6,https://cxclip.karte.io,/topic/
2020-01-02T07:28:31.208Z,vis-6TGK,vis-6TGK_6,https://cxclip.karte.io,/topic/cxconf2019-recruit/
2020-01-02T07:31:03.392Z,vis-6TGK,vis-6TGK_6,https://cxclip.karte.io,/topic/cxconf2019-moneyforward/
2020-01-02T07:31:03.879Z,vis-6TGK,vis-6TGK_6,https://cxclip.karte.io,/topic/
2020-01-02T07:32:28.813Z,vis-6TGK,vis-6TGK_6,https://cxclip.karte.io,/topic/
2020-01-02T07:32:32.119Z,vis-6TGK,vis-6TGK_6,https://cxclip.karte.io,/topic/cxconf2019-recruit/
2020-01-02T07:32:37.333Z,vis-6TGK,vis-6TGK_6,https://cxclip.karte.io,/topic/
2020-01-02T07:32:39.391Z,vis-6TGK,vis-6TGK_6,https://cxclip.karte.io,/topic/cxconf2019-recruit/
2020-01-02T07:32:55.728Z,vis-RY01,vis-RY01_1,https://cxclip.karte.io,/
2020-01-02T07:33:20.599Z,vis-RY01,vis-RY01_1,https://cxclip.karte.io,/product/
2020-01-02T07:40:02.945Z,vis-6TGK,vis-6TGK_6,https://cxclip.karte.io,/topic/
2020-01-02T07:40:06.408Z,vis-6TGK,vis-6TGK_6,https://cxclip.karte.io,/topic/cxconf2019-moneyforward/
2020-01-02T07:40:20.200Z,vis-6TGK,vis-6TGK_6,https://cxclip.karte.io,/topic/
2020-01-02T07:41:32.269Z,vis-6TGK,vis-6TGK_6,https://cxclip.karte.io,/topic/cxconf2019-peach/
2020-01-02T07:45:01.223Z,vis-5FNV,vis-5FNV_2,https://cxclip.karte.io,/topic/recommendation/
2020-01-02T07:45:09.767Z,vis-6TGK,vis-6TGK_6,https://cxclip.karte.io,/topic/
2020-01-02T07:45:15.403Z,vis-6TGK,vis-6TGK_6,https://cxclip.karte.io,/topic/
2020-01-02T07:45:19.755Z,vis-6TGK,vis-6TGK_6,https://cxclip.karte.io,/topic/
2020-01-02T07:45:22.857Z,vis-6TGK,vis-6TGK_6,https://cxclip.karte.io,/topic/
2020-01-02T07:45:25.871Z,vis-6TGK,vis-6TGK_6,https://cxclip.karte.io,/topic/
2020-01-02T07:45:28.723Z,vis-6TGK,vis-6TGK_6,https://cxclip.karte.io,/topic/
2020-01-02T07:45:36.860Z,vis-6TGK,vis-6TGK_6,https://cxclip.karte.io,/topic/cxconf2019-idom/
2020-01-02T07:54:30.839Z,vis-6TGK,vis-6TGK_6,https://cxclip.karte.io,/topic/
2020-01-02T07:54:32.330Z,vis-6TGK,vis-6TGK_6,https://cxclip.karte.io,/topic/cxconf2019-peach/
2020-01-02T07:54:42.792Z,vis-6TGK,vis-6TGK_6,https://cxclip.karte.io,/topic/
2020-01-02T07:54:47.024Z,vis-6TGK,vis-6TGK_6,https://cxclip.karte.io,/topic/lead-nurturing/
2020-01-02T07:57:27.483Z,vis-QS13,vis-QS13_3,https://cxclip.karte.io,/topic/nps/
2020-01-02T07:59:09.184Z,vis-OW6T,vis-OW6T_2,https://cxclip.karte.io,/practice/mixtokyo-case01/
2020-01-02T07:59:11.816Z,vis-AZMD,vis-AZMD_1,https://cxclip.karte.io,/practice/mixtokyo-case01/
2020-01-02T08:01:05.519Z,vis-S50Q,vis-S50Q_1,https://cxclip.karte.io,/topic/segmentation/
2020-01-02T08:05:51.420Z,vis-6TGK,vis-6TGK_6,https://cxclip.karte.io,/
2020-01-02T08:19:43.809Z,vis-CCJ5,vis-CCJ5_1,https://cxclip.karte.io,/interview/mizkan/
2020-01-02T08:23:12.691Z,vis-4T0T,vis-4T0T_4,https://cxclip.karte.io,/
2020-01-02T08:26:41.522Z,vis-6TGK,vis-6TGK_6,https://cxclip.karte.io,/interview/bizreach/
2020-01-02T08:27:14.882Z,vis-4T0T,vis-4T0T_4,https://cxclip.karte.io,/topic/
2020-01-02T08:28:06.424Z,vis-4T0T,vis-4T0T_4,https://cxclip.karte.io,/
2020-01-02T08:29:00.046Z,vis-RJMT,vis-RJMT_1,https://cxclip.karte.io,/topic/customer-experience/
2020-01-02T08:31:27.445Z,vis-6TGK,vis-6TGK_6,https://cxclip.karte.io,/topic/cxconf2019-moneyforward/
2020-01-02T08:31:32.483Z,vis-6TGK,vis-6TGK_6,https://cxclip.karte.io,/
2020-01-02T08:31:57.032Z,vis-6TGK,vis-6TGK_6,https://cxclip.karte.io,/interview/
2020-01-02T08:32:13.744Z,vis-6TGK,vis-6TGK_6,https://cxclip.karte.io,/interview/coconala/
2020-01-02T08:37:55.586Z,vis-1A2A,vis-1A2A_1,https://cxclip.karte.io,/topic/recommendation/
2020-01-02T08:47:53.535Z,vis-3J1M,vis-3J1M_1,https://cxclip.karte.io,/topic/personalize/
2020-01-02T09:07:29.161Z,vis-3NS9,vis-3NS9_1,https://cxclip.karte.io,/topic/omni-channel/
2020-01-02T09:20:55.340Z,vis-2QN6,vis-2QN6_1,https://cxclip.karte.io,/topic/cvr/
2020-01-02T09:26:53.208Z,vis-54NT,vis-54NT_1,https://cxclip.karte.io,/topic/recommendation/
2020-01-02T09:55:33.796Z,vis-613L,vis-613L_3,https://cxclip.karte.io,/interview/stripe-club/
2020-01-02T10:12:46.727Z,vis-R40D,vis-R40D_1,https://cxclip.karte.io,/interview/lec-jp/
2020-01-02T10:29:17.643Z,vis-132C,vis-132C_1,https://cxclip.karte.io,/topic/geotargeting/
2020-01-02T10:37:12.213Z,vis-RNPP,vis-RNPP_1,https://cxclip.karte.io,/product/4408/
2020-01-02T10:42:23.414Z,vis-50QS,vis-50QS_3,https://cxclip.karte.io,/practice/meetup-osaka01/
2020-01-02T10:44:18.822Z,vis-HK14,vis-HK14_1,https://cxclip.karte.io,/practice/2049/
2020-01-02T10:48:02.344Z,vis-SF08,vis-SF08_5,https://cxclip.karte.io,/
2020-01-02T10:51:25.170Z,vis-96G4,vis-96G4_1,https://cxclip.karte.io,/topic/retention-rate/
2020-01-02T10:57:56.351Z,vis-34RN,vis-34RN_1,https://cxclip.karte.io,/practice/luxa-case04/
2020-01-02T10:59:16.404Z,vis-0MRO,vis-0MRO_1,https://cxclip.karte.io,/topic/customer-experience/
2020-01-02T10:59:22.924Z,vis-0MRO,vis-0MRO_1,https://cxclip.karte.io,/
2020-01-02T11:00:33.497Z,vis-0MRO,vis-0MRO_1,https://cxclip.karte.io,/topic/customer-experience/
2020-01-02T11:14:14.372Z,vis-RWLH,vis-RWLH_1,https://cxclip.karte.io,/topic/growth-hack/
2020-01-02T11:17:35.732Z,vis-QSFA,vis-QSFA_1,https://cxclip.karte.io,/topic/d2c/
2020-01-02T11:21:51.784Z,vis-50QS,vis-50QS_4,https://cxclip.karte.io,/practice/meetup-osaka01/
2020-01-02T11:29:53.849Z,vis-6H2U,vis-6H2U_4,https://cxclip.karte.io,/practice/jumpbookstore-case01/
2020-01-02T11:30:27.956Z,vis-6H2U,vis-6H2U_4,https://cxclip.karte.io,/interview/txbiz/
2020-01-02T11:33:28.341Z,vis-RNPP,vis-RNPP_2,https://cxclip.karte.io,/product/4408/
2020-01-02T11:40:04.237Z,vis-0GS7,vis-0GS7_1,https://cxclip.karte.io,/product/4408/
2020-01-02T11:43:13.908Z,vis-1YN5,vis-1YN5_1,https://cxclip.karte.io,/topic/customer-experience/
2020-01-02T11:44:24.766Z,vis-5VQX,vis-5VQX_1,https://cxclip.karte.io,/topic/growth-hack/
